Data status,Department,Organisation,Website address,Got everything I wanted,Got most of what I wanted,Got some of what I wanted,Got none of what I wanted,Very Satisfied,Satisfied,Neither satisfied nor dissatisfied,Dissatisfied,Very dissatisfied,Don't Know Satisfied,Very good ease of use,Good ease of use,Neither good nor poor ease of use,Poor ease of use,Very poor ease of use,Don't know ease of use,Very good design,Good design,Neither good nor poor design,Poor design,Very poor design,Don't know design,Very good ease of finding,Good ease of finding,Neither good not poor ease of finding,Poor ease of finding,Very poor ease of finding,Don't know ease of finding,Very good editorial,Good editorial,Neither good nor poor editorial,Poor editorial,Very poor editorial,Don't know editorial,Very good accuracy,Good accuracy,Neither good nor poor accuracy,Poor accuracy,Very poor accuracy,Don't know accuracy,Very good search,Good search,Neither good nor poor search,Poor search,Very poor search,Don't know search,Not used search,Definitely recommend,Probably recommend,Not sure recommend,Probably not recommend,Definitely not recommend,Age 16-19,Age 20-24,Age 25-34,Age 35-44,Age 45-54,Age 55-64,Age 65-74,Age 75+,Prefer not to say age,Sex male,Sex female,Prefer not to say sex,Disability yes,Disability no,Prefer not to say disability,Use Internet every day,Use Internet every two or three days,Use Internet about once a week,Use Internet about once a fortnight,Use Internet about once a month,Use Internet less often,Use Internet don't know,Unique users Apr-10,Unique users May-10,Unique users Jun-10,Unique users Jul-10,Unique users Aug-10,Unique users Sep-10,Unique users Oct-10,Unique users Nov-10,Unique users Dec-10,Unique users Jan-11,Unique Users Feb-11,Unique Users Mar-11,Yearly Unique Users,Visits Apr-10,Visits May-10,Visits Jun-10,Visits Jul-10,Visits Aug-10,Visits Sep-10,Visits Oct-10,Visits Nov-10,Visits Dec-10,Visits Jan-11,Visits Feb-11,Visits Mar-11,Two-page visits Apr-10,Two-page visits May-10,Two-page visits Jun-10,Two-page visits Jul-10,Two-page visits Aug-10,Two-page visits Sep-10,Two-page visits Oct-10,Two-page visits Nov-10,Two-page visits Dec-10,Two-page visits Jan-11,Two-page visits Feb-11,Two-page visits Mar-11,Visit duration Apr-10,Visit duration May-10,Visit duration Jun-10,Visit duration Jul-10,Visit duration Aug-10,Visit duration Sep-10,Visit duration Oct-10,Visit duration Nov-10,Visit duration Dec-10,Visit duration Jan-11,Visit duration Feb-11,Visit duration Mar-11,Page requests Apr-10,Page requests May-10,Page requests Jun-10,Page requests Jul-10,Page requests Aug-10,Page requests Sep-10,Page requests Oct-10,Page requests Nov-10,Page requests Dec-10,Page requests Jan-11,Page requests Feb-11,Page requests Mar-11,Strategy and planning costs,Design and build costs,Hosting and infrastructure costs,Content provision costs,Testing and evaluation costs,SCS ,Grade 6,Grade 7,SEO/SIO,HEO,EO,AO,AA,Other,Staff costs,Sites converged,Single-A automated accessibility,Double-A automated accessibility,Manual testing accessibility,User testing accessibility,Service availability,URL redirection,XML Sitemap,Valid HTML,Valid CSS,Consultation descriptions,Job vacancy descriptions
Received,Armed Forces,Army,www.army.mod.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412326,474366,433764,413737,403674,448981,447881,498966,397264,517646,522711,656868,4888439,598854,666044,621974,604943,590470,647270,651932,716529,563554,754956,779042,964842,268647,274365,259330,241722,239020,263878,263284,290249,219166,316887,338497,434548,434,427,423,422,428,431,434,438,434,477,535,549,5614367,5901157,5543546,5199574,5112948,5584505,5696877,6210112,4753219,6740560,7620963,9470498,0,15000,35000,37000,3788,0,0,0,0,0,0,0,0,0,164044,0,0,0,0,0,100,1,1,0,0,0,0
Received,Armed Forces,Defence Academy,da.mod.uk,49,21,15,15,40,17,12,12,19,,36,28,12,12,10,2,35,27,29,5,2,2,30,29,12,17,12,,36,27,10,12,15,,26,34,14,7,19,,29,30,8,13,15,5,,37,22,8,23,10,2,5,15,24,28,17,7,,2,69,28,3,,100,,76,12,,,5,7,,17842,15773,14075,15111,15405,14082,15779,15322,12767,16723,15339,16356,145948,39513,36904,32194,37045,35220,32589,37951,34976,32610,38946,39152,39384,16816,16249,14192,15990,15228,14011,15884,15375,12115,16183,15873,17265,615,679,756,513,630,665,541,526,553,494,458,512,323221,357895,378628,392646,492696,393122,382485,373980,407497,403959,376301,423898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,13000,4,1,1,1,0,99.7,1,1,1,1,1,1
Received,Armed Forces,HIVE Europe,www.hive-europe.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23542,26300,25089,,,,,,,,,,,275252,307218,300232,,,,,,,,,,7774,8926,8336,,,,,,,,,,422,483,390,,,,,,,,,,37291,42922,41292,,,,,,,,,,0,0,75,0,0,0,0,0,0,0.16,0,0,0,0,2556,0,0,0,0,0,,0,0,0,0,0,0
Received,Armed Forces,HIVE Europe - BFG,www.bfgnet.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43524,45468,44768,48452,48604,45892,45134,42678,29407,46680,40726,44366,185823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,900,0,0,0,0,0,0,0.08,1.76,0.2,0,0,35474,0,0,0,0,0,,0,0,0,0,0,0
Received,Armed Forces,Royal Air Force (RAF),www.raf.mod.uk,46.1,34.3,15.7,3.9,37,46.4,10.2,1.6,0.9,3.9,44.6,46.8,5.4,0.9,0.5,1.8,41.8,45.6,8.6,1.6,0.6,1.8,33.9,47.5,12.7,3,0.9,2,44.2,44.8,7.3,1.1,0.7,1.9,39.1,40.4,11.1,3.1,1.7,4.6,34,40.6,11.8,2.7,1.6,9.3,,45.6,33.7,14.4,5,1.3,45.6,33.7,14.4,5,1.3,11.7,4.8,1.1,0.4,85.7,14.3,,,,,9.5,,24.1,,19.8,17.4,29.1,170345,242518,288527,401065,480886,419246,327063,381302,291106,388128,390898,271992,4174883,2235899,2862391,4365267,6135882,7035127,6364023,4998637,5400094,4550602,5583669,4567213,7022216,302016,434751,483695,670451,801265,676906,538306,704861,521800,719133,727527,558075,936,875,737,680,634,670,738,738,736,770,715,898,11047296,15703920,23795579,36555987,40609075,35352471,27089665,32274348,23508538,36113925,32909049,49456115,0,113800,68100,0,3600,0,0,0,0,1,2,1,0,0,256741,0,1,1,1,0,98.5,1,1,1,1,0,0
Received,Armed Forces,Royal Navy (royalnavy.mod.uk),www.royalnavy.mod.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326948,344273,345643,343470,283408,311657,369381,76897,64062,286528,325059,323624,2900107,495200,524682,532805,526163,434399,467491,548420,100923,93322,404764,465667,475952,318918,345282,353452,353003,284468,303672,350655,64812,58652,233095,261103,277296,543,526,503,484,518,509,488,497,536,496,445,432,3149244,3536050,3473033,3328898,2891684,3042689,3444848,631460,474747,1666561,1916606,2113828,333129,597134,194702,92553,68543,0,0,0.25,0.8,0.9,1.6,1.2,0,0,178258,0,0,0,0,0,99.5,0,1,0,0,0,0
Received,Armed Forces,Service Children's Education,www.sceschools.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80835,90231,142331,162727,96713,71977,156783,145782,150284,123965,199284,265764,,79482,101459,120345,181474,80719,67035,124893,110852,129391,105306,179453,274959,8947,12808,9128,10115,7703,7141,11782,10384,10894,9608,12050,13808,,,,,,,,,,,,,745917,657841,838543,676461,364531,412278,736818,678319,958352,789453,1024213,1072000,0,0,200,0,0,0,0,0,0,0,0,0,0,1,15500,0,0,0,0,0,,0,0,1,0,0,1
Received,Armed Forces,Sovereign Base Areas Cyprus,www.sba.mod.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,2976,94,992,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,ATTGEN,Attorney General,www.attorneygeneral.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6967,11739,6519,7792,6720,6795,12103,8719,6437,9173,12151,11659,,15590,21963,15173,17103,15185,15637,20164,17022,10615,14891,18147,17473,5152,7347,4499,5146,4244,4347,4258,5353,3744,5720,6884,6330,88,92,78,80,78,80,100,106,95,109,111,115,36340,53130,33257,36878,32093,32114,45432,36779,24276,35768,41741,39299,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,100,1,0,1,0,1,1
Received,ATTGEN,Crown Prosecution Service,www.cps.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98544,99268,86339,93970,89186,96594,108026,114117,148454,120818,113687,129160,,268484,265135,223210,239793,225744,232457,248506,266062,233490,281551,268624,317789,,,,,,,,,,,,,,,,,,,,,,,,,1061496,1007691,964720,973980,978700,1366767,1355378,1342040,1317994,1413631,1330988,1446202,725,23218,27954,46350,3000,0,0,0.4,0,0.75,0.8,0.3,0,0,74772,0,0,1,1,0,99.99,1,1,1,1,0,0
Received,ATTGEN,Government Legal Service,www.gls.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6081,6132,7601,14916,7147,5373,5630,5689,4112,6033,4882,6717,69787,8329,7918,9179,22735,10044,6889,6943,6790,4816,7052,5673,7974,4312,4339,6130,17023,6472,3686,3959,4035,2702,4270,3321,4416,123,123,157,228,172,133,127,141,122,129,129,136,35829,35410,49952,128037,48510,28391,29960,29607,19016,29241,23660,32543,0,0,9000,518,390,0,0,0,0,0.1,0,0.1,0,0,908,0,0,0,0,0,,0,0,0,0,0,0
Received,ATTGEN,Serious Fraud Office,www.sfo.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15231,12369,13509,13742,15197,13893,14043,13945,10906,14755,15486,23718,166358,22314,17238,18983,19269,21289,18988,19881,18718,14566,19699,21573,32547,11657,9144,9976,10057,10575,9729,10086,9422,7285,10115,10876,15840,152,145,148,142,139,135,134,168,137,132,137,126,89967,73003,78385,78905,80111,73575,78069,74989,55371,76742,80872,115413,0,326,14100,0,0,0,0,0,0,0.1,0.1,0,0,0,7468,0,1,1,0,0,99.5,1,1,1,1,0,0
Received,ATTGEN,Treasury Solicitor's Department,www.tsol.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5689,5271,4969,4793,4906,4981,5894,5927,4231,5409,5360,6243,43994,19472,17385,14811,11967,12030,12155,14711,13241,11838,13699,13355,15462,4037,3286,3932,4038,3511,3756,4707,3956,2831,3790,3892,4531,324,370,397,463,482,471,439,446,472,430,429,410,59798,56984,55609,52727,55303,56580,62081,58471,54569,59397,55569,62403,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,1432,0,0,0,0,0,99.94,0,0,0,0,1,1
Not received,ATTGEN,Bona Vacantia Division of Treasury Solicitors,www.bonavacantia.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,ATTGEN,HM Crown Prosecution Service Inspectorate,www.hmcpsi.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,BIS,Advisory Conciliation and Arbitration Service,www.acas.org.uk,23,21.7,30.3,25,30.3,29.6,15.1,10.5,9.9,4.6,36.8,44.1,11.8,3.3,3.3,0.7,35.1,40.4,17.9,2.6,2,2,29.5,34.9,20.8,8.1,8.1,0.7,31.6,40.1,17.1,3.3,5.9,2,35.1,35.1,15.2,3.3,4.6,6,26.8,40.3,10.7,6,10.7,0.8,4.7,53.3,23,12.5,6.6,4.6,,3.4,13.5,27,29.7,20.3,2.7,0.7,2.7,29.7,70.3,,,,,73.6,16.2,4.7,1.4,,3.4,0.7,260304,228445,227454,234038,216501,244089,262651,268495,203057,301714,294074,327536,2533728,343252,302543,301902,316133,288149,322604,349381,358912,268794,404994,396236,442364,,,,,,,,,,,,,241,241,231,237,234,231,233,239,231,247,247,243,1777602,1627526,1589497,1662946,1490317,1601126,1733628,1797871,1301843,2090561,2047532,2201909,4496,78268,4000,16500,6956,0,0,0,0.5,0.8,0,0,0,0,56368,0,1,1,1,1,100,1,1,1,1,0,0
Received,BIS,Apprenticeships,www.apprenticeships.org.uk,23.3,29.4,27.2,20.1,17.9,38.3,19.8,11.6,10,2.4,24.9,37.9,17.4,12.4,6.5,0.9,22.3,46.9,20.1,6.5,3.2,1,15.7,36.7,21.7,16.4,8.5,1,22.9,47.3,18.9,6.5,3,1.4,20.3,46.7,16.2,5.3,5.3,6.2,19.9,34.9,16.2,9.5,9.7,2.9,,35.9,31.4,14.8,11.2,6.7,38.4,14,11.7,11.5,11.3,5.5,0.4,0.6,6.6,42.5,55.6,1.9,4.5,95.5,,82.2,10,3,1.1,1.3,0.6,1.8,196039,205043,206520,217459,244,242883,223327,244395,167922,346163,381563,418507,,294244,308939,318583,341401,386741,379834,339874,368770,249674,530393,582357,657062,151840,153412,154216,164233,185492,182978,166812,184503,119814,273276,357583,314424,143,136,137,140,143,139,150,150,147,159,105,135,1179482,1164626,1179562,1267377,1439260,1434572,1313115,1452129,949,2161828,2376876,2190782,9635,144275,286644,24150,30861,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,,0,1,1,1,1,0
Received,BIS,Arts & Humanities Research Council (AHRC),www.ahrc.ac.uk,31.8,37.6,14.1,16.5,15.3,35.3,10.6,21.2,14.1,3.5,19,27.8,16.5,17.7,17.7,1.3,16.5,32.9,24.1,12.6,12.6,1.3,15.2,26.6,11.4,21.5,24,1.3,21.5,38,15.2,11.4,12.6,1.3,11.4,43,10.1,17.7,12.7,5.1,6.3,31.6,11.4,16.5,16.5,17.7,,44.3,26.6,3.8,16.5,8.9,,4,14.7,32,34.7,8,1.3,,5.3,41.9,50,8.1,2.7,90.4,6.9,86.5,5.4,2.7,,4,1.4,,31090,31632,29561,24123,23919,39496,33233,38259,27011,35681,32213,40751,259946,70654,73084,93264,35094,34076,52160,48378,56000,38980,53262,46821,59114,43886,45813,50014,16925,16477,19879,22510,23315,16211,25150,22136,25772,40,36,34,157,165,123,155,144,150,158,157,140,451287,484995,459879,118892,113053,143194,151599,160192,110365,169503,151181,173918,0,27368,4708,212,11370,0,0,0,0,0,0.75,0.5,0,0,28788,0,0,0,1,1,99.9,1,0,0,0,1,1
Received,BIS,Biotechnology and Biological Sciences Research Council (BBSRC),www.bbsrc.ac.uk,26.9,46.2,23.1,3.8,15.4,38.5,34.6,11.5,,,11.5,46.2,23.1,11.5,7.7,,19.2,38.5,30.8,7.7,3.8,,11.5,42.3,19.2,23.1,3.9,,11.5,57.7,23.1,3.9,3.8,,26.9,46.2,15.4,3.8,7.7,,7.7,42.3,26.9,11.5,,3.9,7.7,34.6,30.8,26.9,3.9,3.8,,7.7,11.5,26.9,38.5,11.5,,,3.9,61.5,30.8,7.7,4.2,95.8,,100,,,,,,,28452,28172,30967,29675,26302,31740,32310,32957,24425,35259,37157,46907,312124,44331,42773,49789,46948,40385,51263,50474,50463,36731,54211,53957,68006,24048,23135,27015,25155,21289,27284,26430,25687,18308,28497,26894,33063,330,338,340,354,365,352,353,420,325,361,343,347,184257,176816,200866,190964,159095,196520,195381,191682,131076,209657,213425,255130,2245,4150,11410,0,2770,0,0,0,0.6,0,0.6,0.6,0,0,44668,0,1,1,1,1,99.57,1,1,1,1,1,0
Received,BIS,Capital for Enterprise,www.capitalforenterprise.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736,1693,,,,,,,,,,,,4170,5010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9814,12475,0,0,0,0,0,0.05,0,0,0,0,0,0,0.05,0,6000,0,0,0,0,0,,0,0,0,0,0,0
Received,BIS,Central Arbitration Committee,www.cac.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,66,,810,866,1069,1256,1208,792,1035,1015,1078,9326,1207,83,,1108,1184,1472,1593,1592,1011,1398,1324,1543,,,,,,,,,,,,,201,297,,181,152,157,172,267,177,205,156,181,5,5,,5,5,4,5,5,4,5,5,5,0,0,435,0,0,0,0,0,0,0,0,0.2,0,0,4416,0,1,1,1,0,100,1,0,0,0,0,0
Received,BIS,Certification Officer,www.certoffice.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846,1973,1804,1885,1707,1999,2118,2151,1719,2298,2237,2005,,18567,18799,13976,12965,12743,12524,12186,14843,13006,14877,22067,30062,56188,67395,53251,57360,56902,66368,56780,59615,55678,74512,60410,60405,89,95,92,121,94,125,95,82,75,86,95,95,84564,97907,119457,97791,90402,100436,90034,97118,83619,114698,97603,97603,0,12850,5755,0,0,0,0,0,0.05,0,0.05,0.4,0,0,14887,0,1,1,1,0,100,1,1,0,0,1,0
Received,BIS,CF Labs,www.cflabs.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3540,3189,23131,16475,11562,11212,11300,8404,7090,7849,9940,12624,,3902,3510,30031,22824,16012,13948,13587,10093,8130,9329,12011,14657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,34250,10,0,0,0,0,,0,0,0,0,1,0
Received,BIS,Companies House,www.companies-house.gov.uk,,,,,,,,,,,12.9,38.7,30.6,12.9,4.8,,12.9,38.7,30.6,12.9,4.8,,17.5,27,30.2,17.5,7.9,,16.1,41.9,25.8,9.7,6.5,,15.6,46.9,25,10.9,1.6,,,,,,,,,23.8,9.5,33.3,25.3,7.9,,,,,,,,,,,,,,,,43.1,,21.5,,16.9,18.5,,7015583,4082388,3214578,3231872,3308833,3966912,5302979,6136422,4501304,5101453,3896271,4299469,,10885375,8225820,7692531,7846136,7716398,8889432,9524354,10558055,8373638,9478440,8624900,9943434,,,,,,,,,,,,,416,469,497,485,471,448,412,399,424,479,461,454,76776983,71514641,76727763,77062626,72074789,80723357,80233272,86347905,63315286,77431996,72222445,85819765,6000,0,126431,66139,4296,0,0,0,0.46,3.1,15.15,11,0,0.8,912841,0,0,0,0,0,99.9,1,0,0,0,1,1
Received,BIS,Competition Appeal Tribunal,www.catribunal.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361,3221,3402,3536,2769,2923,4733,3353,2477,3377,2926,4512,31771,7956,6751,8105,8022,5271,5894,8320,6836,4615,6564,5655,10545,4498,3676,4612,4410,2709,3250,4332,3570,2360,3594,2795,6010,459,402,623,499,374,360,355,473,365,337,350,370,28605,23226,31963,29398,19378,23178,31800,25286,16487,23953,20095,41120,2268,5115,6195,1185,4994,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,99.97,0,1,1,1,1,0
Received,BIS,Competition Commission,www.competition-commission.org.uk,52.5,26.6,11.5,9.4,23.4,39.7,19.1,7.1,5.7,5,18.2,49.7,22.3,5.6,1.4,2.8,12.6,39.9,32.1,7.7,5.6,2.1,11.2,42.7,27.82,10.58,5.6,2.1,15.5,51.4,25.4,2.1,3.5,2.1,30.8,44.8,13.2,2.1,4.9,4.2,10.5,26.6,18.9,7.6,11.2,5.6,19.6,42,30.8,16.8,6.3,4.1,2.8,4.8,19.3,26.2,20,17.9,2.1,0.7,6.2,62.9,31.4,5.7,,,100,98.6,0.7,,,,,0.7,21755,17446,15412,13537,13743,15800,18050,20004,14607,17468,16565,20389,172968,27685,28871,26074,22713,22880,26784,29298,31762,23696,29840,28484,33525,20627,15922,18108,15396,13034,15615,17208,18746,14063,18110,17931,20102,214,227,210,193,187,196,203,248,226,259,235,219,119047,130142,115652,100344,95188,117371,133119,142972,106433,144553,136776,151815,0,0,21560,0,0,0,0,0,0,0,0,0,0,0,12000,0,1,0,1,0,99.9,1,1,1,1,0,0
Received,BIS,Construction Industry Training Board,www.bconstructive.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11697,11975,14962,17240,15396,13629,11129,43539,50282,11993,24382,69668,278431,15200,14917,19341,22661,20377,17657,13821,49025,54920,15194,28585,78973,12620,12181,16512,19604,17230,14802,11146,25857,14629,11881,19904,42345,741,708,717,641,629,617,580,370,344,574,452,543,124580,110147,126777,125849,217398,262632,200592,179777,112041,128985,193245,382919,57770,14750,32209,220,14440,0,0,0,0.5,1,0,0,0,0,54480,0,0,0,1,0,,0,1,0,0,1,1
Received,BIS,Consumer Focus (formerly National Consumer Council),www.consumerfocus.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17304,14531,15485,16110,18455,19673,23347,26255,20774,21611,21417,23101,269069,23233,19588,21046,22009,24459,26008,30438,33879,26531,28727,28330,31328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3420,13615,0,0,0,0,0,0.5,0,0.5,0,0,0,34250,0,0,0,0,0,99.7,1,1,0,0,1,0
Received,BIS,Data Service,www.thedataservice.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3918,3737,4048,4040,4089,4560,4544,5270,4129,4888,6097,6485,,16442,18077,17881,21264,24355,29127,25582,30964,21665,29037,28461,33847,8341,8640,8068,10089,11678,13062,11558,14274,9405,11553,11901,12884,121,87,91,122,123,121,91,86,88,133,120,125,80667,76324,81551,92349,123675,118399,103337,132570,95671,115926,110100,120258,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24105,0,1,1,1,0,100,0,1,1,1,0,0
Received,BIS,"Department for Business, Innovation and Skills (BIS)",www.bis.gov.uk,33.9,24.4,27.7,14,23.1,40,21,7,6,2.9,16.9,51.2,20.1,5.3,3.3,3.2,13.2,49.3,25.7,6.3,2.3,3.2,11.5,43.8,23.7,11,5.4,4.6,14.3,53.8,19.5,4.1,3.4,4.9,16,46.4,18.8,4.8,3.5,10.5,10.7,32.3,19.7,8.7,5.1,3.6,19.9,23.1,37,23.3,13,3.6,4.6,5,23,22.1,27,14.4,1.4,1,1.5,46.6,50.2,3.2,5.6,94.4,,95.3,2.9,0.1,0.1,0.3,0.4,0.9,185172,200513,317542,355686,323140,352050,449466,520551,324346,446376,408551,457532,3681576,241925,281167,423303,486351,429231,465693,613773,729289,467217,645348,584006,662894,135022,163062,230621,256729,222525,242214,314795,429619,347369,480801,429774,485203,272,264,267,273,274,276,354,268,205,204,202,202,792664,952446,1372126,1500267,1352306,1452047,1859193,2502997,1980474,2760578,2468263,2802225,85374,94089,180392,529,12123,0,0.15,0,1.7,3.6,2.6,1,0,0,263203,12,1,1,1,1,99.86,1,1,1,1,1,1
Received,BIS,Economic and Social Research Council (ESRC),www.esrc.ac.uk/ESRCInfoCentre/index.aspx,39.1,25.3,29.6,6,14.2,54.1,17.9,8.4,5.3,0.1,15.8,39.1,24.2,12.7,8.2,,,,,,,100,16.5,48.1,23.1,6.6,5.7,,,,,,,100,16.5,48.1,23.1,6.6,5.7,100,10.1,12.2,25.4,40.7,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107125,107585,101014,93573,85161,82004,85386,88647,84225,43523,45337,60827,761640,203667,213010,198336,193375,176980,194194,103292,107123,246230,106515,66518,87198,18282,17877,18035,17379,15236,17569,17906,18476,14320,7256,26072,34837,860,1140,1389,1456,1231,1347,1102,1094,1210,1376,206,182,2773287,1999990,1816116,1916053,3722468,3056941,2572584,2651872,5005274,2443064,344669,359987,39000,149000,151000,42000,12500,0,0,0,0.5,0,0,0,0,0,18500,3,1,1,1,1,100,1,1,1,1,1,0
Received,BIS,Engineering & Physical Sciences Research Council (EPSRC),www.epsrc.ac.uk/pages/default.aspx,8.9,26.7,42.2,22.2,2.2,24.4,17.9,20,33.3,2.2,8.9,44.4,22.2,15.6,8.9,,13.3,22.2,40,15.6,6.7,2.2,4.4,31.2,20,22.2,22.2,,6.7,35.6,24.4,17.8,15.5,,2.2,31.1,17.8,11.1,37.8,,6.7,22.2,24.4,22.2,17.8,,6.7,17.8,26.7,20,22.2,13.3,,2.2,20,35.6,26.7,15.5,,,,68.9,28.9,2.2,,100,,100,,,,,,,33068,33940,36723,40554,37748,37009,36980,37200,29959,37794,34815,39224,325962,64400,70154,77362,87345,79092,74730,72964,73230,56111,72024,64871,71977,31859,33912,37180,41454,36153,33606,32907,32492,23858,32980,30243,33455,349,339,347,356,344,338,330,365,317,325,319,317,255025,264918,286920,316263,276276,255110,251577,245374,179422,257005,238589,255127,940,67383,15217,1400,4778,0,0,0,1,1,1,1,0,0,148648,3,1,0,1,1,99.8,1,1,0,0,1,0
Received,BIS,Engineering Construction Industry Training Board,www.ecitb.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7441,6193,5327,5208,5291,7010,5878,6154,4135,8265,8655,8203,,10022,8415,7486,7736,7384,9461,8202,8583,6059,12313,13152,11871,,,,,,,,,,,,,234,230,229,227,214,213,202,224,270,251,288,263,59156,47677,41347,40581,39943,47956,40166,43665,32483,72603,79189,66651,0,58000,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,0,1,1
Received,BIS,Goods Checker,www.ecochecker.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855,1654,1719,2095,2121,1961,2366,2452,1931,2253,2355,2269,,6099,5452,4841,7147,7493,6927,7657,8569,6770,7339,7668,7643,6099,5452,4841,7147,7493,6927,7657,8569,6770,7339,7668,7643,1277,1400,1074,659,626,655,660,637,696,670,670,705,114791,107924,102861,94256,99314,102026,109888,117562,66794,97959,104278,13254,0,0,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.7,0,0,0,0,0,0
