Data status,Department,Organisation,Website address,Got everything I wanted,Got most of what I wanted,Got some of what I wanted,Got none of what I wanted,Very Satisfied,Satisfied,Neither satisfied nor dissatisfied,Dissatisfied,Very dissatisfied,Don't Know Satisfied,Very good ease of use,Good ease of use,Neither good nor poor ease of use,Poor ease of use,Very poor ease of use,Don't know ease of use,Very good design,Good design,Neither good nor poor design,Poor design,Very poor design,Don't know design,Very good ease of finding,Good ease of finding,Neither good not poor ease of finding,Poor ease of finding,Very poor ease of finding,Don't know ease of finding,Very good editorial,Good editorial,Neither good nor poor editorial,Poor editorial,Very poor editorial,Don't know editorial,Very good accuracy,Good accuracy,Neither good nor poor accuracy,Poor accuracy,Very poor accuracy,Don't know accuracy,Very good search,Good search,Neither good nor poor search,Poor search,Very poor search,Don't know search,Not used search,Definitely recommend,Probably recommend,Not sure recommend,Probably not recommend,Definitely not recommend,Age 16-19,Age 20-24,Age 25-34,Age 35-44,Age 45-54,Age 55-64,Age 65-74,Age 75+,Prefer not to say age,Sex male,Sex female,Prefer not to say sex,Disability yes,Disability no,Prefer not to say disability,Use Internet every day,Use Internet every two or three days,Use Internet about once a week,Use Internet about once a fortnight,Use Internet about once a month,Use Internet less often,Use Internet don't know,Unique users Apr-10,Unique users May-10,Unique users Jun-10,Unique users Jul-10,Unique users Aug-10,Unique users Sep-10,Unique users Oct-10,Unique users Nov-10,Unique users Dec-10,Unique users Jan-11,Unique Users Feb-11,Unique Users Mar-11,Yearly Unique Users,Visits Apr-10,Visits May-10,Visits Jun-10,Visits Jul-10,Visits Aug-10,Visits Sep-10,Visits Oct-10,Visits Nov-10,Visits Dec-10,Visits Jan-11,Visits Feb-11,Visits Mar-11,Two-page visits Apr-10,Two-page visits May-10,Two-page visits Jun-10,Two-page visits Jul-10,Two-page visits Aug-10,Two-page visits Sep-10,Two-page visits Oct-10,Two-page visits Nov-10,Two-page visits Dec-10,Two-page visits Jan-11,Two-page visits Feb-11,Two-page visits Mar-11,Visit duration Apr-10,Visit duration May-10,Visit duration Jun-10,Visit duration Jul-10,Visit duration Aug-10,Visit duration Sep-10,Visit duration Oct-10,Visit duration Nov-10,Visit duration Dec-10,Visit duration Jan-11,Visit duration Feb-11,Visit duration Mar-11,Page requests Apr-10,Page requests May-10,Page requests Jun-10,Page requests Jul-10,Page requests Aug-10,Page requests Sep-10,Page requests Oct-10,Page requests Nov-10,Page requests Dec-10,Page requests Jan-11,Page requests Feb-11,Page requests Mar-11,Strategy and planning costs,Design and build costs,Hosting and infrastructure costs,Content provision costs,Testing and evaluation costs,SCS ,Grade 6,Grade 7,SEO/SIO,HEO,EO,AO,AA,Other,Staff costs,Sites converged,Single-A automated accessibility,Double-A automated accessibility,Manual testing accessibility,User testing accessibility,Service availability,URL redirection,XML Sitemap,Valid HTML,Valid CSS,Consultation descriptions,Job vacancy descriptions
Received,OFQUAL,Office of Qualifications and Examinations Regulation,www.ofqual.gov.uk,25.6,27.1,18.6,28.7,12.9,35.6,21.2,9.1,12.9,8.3,15.4,36.6,23.6,9.8,10.6,4,20.3,47.2,18.7,5.7,4.9,3.2,15.6,32.8,17.2,17.2,13.1,4.1,18.5,43.7,14.3,10.1,7.5,5.9,16.5,43.8,13.2,9.1,5,12.4,16.4,35.2,16.4,6.6,15.6,9.8,,,,,,,3.1,4.6,22.3,30,23.1,11.5,5.4,,,30.6,56.8,12.6,,28.9,71.1,78.2,10.9,3.4,1.7,,,5.8,9821,12934,16087,15586,20706,21247,21150,23107,16315,23450,21507,24936,187043,21579,26062,32335,25185,26452,27356,27881,32025,22774,32067,29467,34379,9165,10735,12226,11295,13091,12822,13651,15910,10742,15578,14283,15656,155,138,118,129,145,136,144,145,143,148,142,139,61387,67832,76484,66039,73144,73784,78370,92117,62627,92258,82149,86724,93569,90345,155690,11305,57281,0,0.1,0.6,0.1,0,2,0,0,0,103500,2,1,1,1,1,99.98,1,1,0,0,1,1
Received,OFSTED,Office of Standards in Education,www.ofsted.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619671,8411346,668658,640591,457089,794572,671713,714127,496728,780890,690428,850221,,994094,1142137,1058917,992997,711409,1191404,1034117,1105183,723083,1217503,1081393,1361566,684533,777626,706208,663455,461409,779895,676088,701990,436652,786183,697707,883192,435,411,416,429,467,430,436,420,413,439,419,406,7668043,8411346,7381641,6973676,4856283,7881601,6993446,7019207,4287013,7839666,6811292,8334834,207067,795156,451162,0,54008,0,0,0.5,0,1.2,0.25,0,0,0,71414,0,0,0,1,0,,1,1,0,0,0,0
Received,OFT,Office of Fair Trading,www.oft.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127057,123644,130449,126584,118427,131951,136924,141978,123095,154116,153424,161854,1629503,176742,172026,181115,176036,160994,185917,190146,199705,172868,214060,216569,230714,96489,92793,95821,93519,84159,101654,100306,105576,87623,113013,112862,124170,427,428,397,401,386,379,379,386,371,376,378,378,860395,774197,774387,743713,652099,767986,749329,791124,622167,839983,833700,911398,0,87371,217098,49239,950,0,0,0,1,1,1,0,0,0,93488,0,1,1,1,1,99.34,1,1,1,1,0,0
Received,OFWAT,Office of Water Services,www.ofwat.gov.uk,100,,,,,100,,,,,,100,,,,,,100,,,,,,100,,,,,,100,,,,,,100,,,,,,100,,,,,,,,,100,,,,,,100,,,,,,100,,,100,,100,,,,,,,14759,14075,14411,15262,14147,15356,16788,16755,13398,16985,18041,24204,166126,26270,24545,25003,26427,24977,26190,28488,29693,22274,28508,29860,37419,16371,15066,15456,16540,15616,16257,17781,18292,13595,17608,18027,21278,212,205,205,209,223,216,215,229,214,216,217,199,119345,111870,114639,122799,119467,121346,128833,136337,97441,126262,132918,154686,0,0,79000,0,50000,0,0,0.1,0,1,0,0,0,0,35000,0,1,1,1,0,98.31,1,1,0,0,1,1
Received,SO,Scotland Office,www.scotlandoffice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33743,33743,33743,33743,33743,33743,33743,33743,33743,33743,33743,33743,,,,,,,,,,,,,101,101,101,101,101,101,101,101,101,101,101,101,95066,95066,95066,95066,95066,95066,95066,95066,95066,95066,95066,95066,0,0,3278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,UKSA,2011 Census,www.census.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5385,5336,6542,7280,7841,16724,24072,24957,22992,59468,128525,605619,,6718,6447,8216,8916,11126,20825,29514,31140,27924,73696,151414,683910,4010,4500,6039,6090,7253,13392,20663,20842,17890,50378,102884,212164,261,235,249,246,330,254,197,225,259,242,241,235,,,,,,,,,,,,,27500,86934,108785,15915,10800,0,0,0,1,2,0,0,0,0,111674,0,0,0,1,1,99.9,0,1,1,1,0,0
Received,UKSA,Neighbourhood Statistics,neighbourhood.statistics.gov.uk/dissemination,25.2,24.3,28.1,22.4,24,28.6,15,9.7,10.5,12.2,21,39.6,16,11.1,8.9,3.4,15.7,36,28.5,9.9,6.8,3.1,14.7,36.5,19.8,14.7,10.7,3.6,19.1,40.1,19.8,10.1,6.8,4.1,16.4,36.7,24.5,8.1,6.8,7.5,17.4,32.7,15.8,9.7,9.5,2.9,12,33.3,30.2,13.1,13.1,10.3,9.8,9.2,29.9,14.7,18.3,9.1,2.3,1.9,4.8,44.6,47.5,7.9,6,84.4,9.6,82.8,6.9,2.1,0.2,1.7,1.7,4.6,61695,57019,49033,46767,41065,60308,64915,71505,47479,66595,99424,78567,744372,95285,87188,78017,75115,67593,91469,99429,110978,74541,103055,135511,119981,70924,64710,58987,56459,50245,70883,76446,85431,56460,80265,106867,91341,627,603,610,626,617,624,693,691,690,692,531,650,1147769,1036004,1012370,1035302,906920,1168316,1377268,1502738,975176,1389622,1584598,1572811,0,0,406935,0,3000,0,0,1.9,2,7.85,6.75,1,0,0,679472,0,1,1,1,1,99.98,0,0,0,0,1,1
Received,UKSA,Nomis - Official Labour Market Statistics,www.nomisweb.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18501,16401,16600,16168,15320,16816,18886,20035,15313,19111,18723,20405,160516,,,,,,,,,,,,,40731,37015,38809,39910,38984,40134,43107,45213,34223,43701,41152,42305,540,540,540,540,540,540,540,527,568,558,531,515,632095,574427,602268,608181,604984,622831,668968,690867,555245,697655,630152,632167,35000,85000,53000,117000,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.6,0,1,0,1,1,1
Received,UKSA,Office for National Statistics,www.statistics.gov.uk/default.asp,24.5,20.4,25.5,29.6,18.3,30.1,14.7,9.7,11.5,15.7,15.5,32.7,19.4,11.8,16.1,4.5,10.6,34.5,28.5,11.6,10.8,4,9.9,27.4,20.9,15.7,21.6,4.5,13.7,41.3,20.3,7.8,11.9,5,18.5,38.9,17.5,6.6,9.3,9.2,10.4,26.2,16.3,12.3,19,2.1,13.7,25,31.1,14.5,13.5,15.9,11.3,9.8,25,17,15.8,11.7,2.1,2.7,4.6,49.4,44.5,6.1,6.6,85.1,8.3,84,6.3,1.5,0.4,1.7,1.4,4.7,656916,624388,526730,478769,434137,548680,703918,706691,522165,729068,733374,952498,7617334,845036,790305,666619,612698,557890,689142,881779,919118,674343,940808,922013,1197232,485818,440622,382890,353396,320493,398367,507084,528559,378870,536766,530613,683153,391,379,375,373,364,376,372,407,389,386,369,344,4422161,3957967,3444654,3228856,2912365,3540935,4388521,4852270,3366059,4803979,4590196,5579438,250000,440000,196345,40000,34000,0.5,0.5,2,3,3.95,5.8,1.25,0,0,645862,0,1,0,0,0,99.95,0,0,0,0,0,1
Received,UKSA,UK National Statistics Publication Hub,www.statistics.gov.uk/hub/index.html,17.4,17.9,30.3,34.4,16,25.8,13.7,10.2,17.9,16.4,16.8,27.4,18.5,11.4,19,6.9,13.5,31.8,23.9,12.2,11.9,6.7,11.6,23,19.9,14.6,24.3,6.6,14.5,33.8,18.2,10.6,14,8.9,18.9,34.9,15.4,6.3,10.9,13.6,13.1,26.6,15.6,8.9,21.8,3.2,10.8,22.6,27.7,14.2,14.6,20.9,18,15.1,25.5,13.1,12.3,5.8,1.7,3.5,5,45,47.7,7.3,7.6,83.1,9.3,84.1,5.5,2.1,0.4,1.7,1.9,4.3,149663,139696,110545,96554,86310,125446,176903,175576,112068,139205,148416,183086,1643468,192096,176675,138458,125270,112741,155648,218373,220957,141474,172179,182392,229539,132200,118463,92378,83331,74121,104302,146154,148606,91659,110420,117224,15023,286,279,280,285,281,290,285,290,282,276,280,283,967407,853425,675529,601895,532906,763221,1057854,1079662,646722,766306,833579,1081075,0,0,501481,0,5000,0,0,0,0.25,3.45,1.55,0,0,0,172901,0,1,1,1,0,99.9,0,1,1,1,1,1
Received,UKSA,UK Statistics Authority,www.statisticsauthority.gov.uk,41.3,19,17.5,22.2,40.6,21.7,8.7,11.6,8.7,8.7,39.2,30.4,10.7,12.5,5.4,1.8,34,33.9,19.6,10.7,1.8,,34.6,29.1,12.7,10.9,10.9,1.8,32.1,35.8,14.3,7.1,8.9,1.8,41.8,29.1,9.1,7.3,3.6,9.1,24.1,27.8,11.1,7.4,7.4,,22.2,38.9,20.4,14.8,18.5,7.4,5.3,17.5,22.8,28.1,17.5,1.8,,3.5,3.5,50.9,45.5,3.6,13.7,82.4,3.9,83.3,11.1,,,,3.7,1.9,7234,6462,5756,5140,5332,8020,11149,11877,7854,10628,10941,12627,103020,8754,7993,7160,6697,6834,9726,13308,14009,9291,12500,12907,14851,4830,4573,3829,3705,3981,5977,7667,7501,5091,6819,7108,8324,192,200,185,207,217,190,177,181,181,198,197,200,39465,37508,31399,31189,35087,52327,62045,58445,38548,54321,55748,67724,0,9814,54571,0,3639,0,0,0.2,0,0.4,0.1,0,0,0,30453,0,0,0,0,0,100,0,1,1,0,1,1
Not received,UKSA,2011 Census Jobs,https://censusjobs.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,UKTI,Business in Asia : Meet the Experts,www.businessinasia.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489,3818,1368,472,1345,1968,2684,1110,3934,2865,1292,19310,,2067,5968,2065,613,2084,2874,4191,1459,6164,4825,2098,,1246,3423,1104,288,1135,1521,2335,712,3657,2722,872,,232,215,174,123,171,195,126,109,236,221,148,,9860,23742,7169,1602,7029,9477,14763,3831,24859,18081,5462,4525,1600,8050,13988,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,UKTI,Creative Industries Marketing Toolkit,www.creative-industries.co.uk,19,57,18,6,23.42,55.69,13.78,,4.07,3.03,17.65,70.59,5.88,,5.88,,29.41,52.94,11.76,,5.88,,5.56,61.11,16.67,,11.11,5.56,30.77,61.54,7.69,,,,42.11,42.11,10.53,,,5.26,6.25,25,25,,,6.25,37.5,40,40,13.33,6.67,,,,20,20,41,12,,,7,48,52,,,1,99,92,8,,,,,,492,717,666,777,832,1001,1011,1154,994,1069,1023,1209,10106,856,1213,1135,1464,1191,1476,1468,1622,1361,1452,1373,1617,416,658,664,765,561,702,732,771,636,611,611,661,532,734,718,847,595,599,519,613,393,482,465,437,3978,8353,7701,8933,4879,6264,5802,5871,4667,4986,4791,4908,0,0,10669,14615,500,0,0,0,0,0.05,0,0,0,0,1778,0,0,0,1,0,99.8,1,1,1,1,1,0
Received,UKTI,London Press Service,www.londonpressservice.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,851,1274,1111,1032,1038,1359,2030,2044,2563,2756,3498,19506,1106,1066,1573,1405,1393,1310,1709,2440,2433,3016,3298,4139,329,320,434,437,441,449,520,644,612,672,703,958,110,139,128,129,131,133,109,92,93,84,83,86,2869,3405,3914,4064,3972,3822,4358,5278,5279,5817,6694,7864,2700,18225,800,123600,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,UKTI,Technology World,www.technologyworld.uk.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,106,1048,933,3432,4034,8896,5738,2061,1569,1858,25646,1,1,273,1789,1797,5503,7328,17784,10220,2423,1889,2124,1,1,28,212,184,710,922,2156,1175,196,165,172,1,1,521,352,380,329,394,450,394,136,135,129,1,1,2211,9959,10246,27399,45555,143030,74163,5752,4861,4970,0,28700,0,7273,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,UKTI,UK Advanced Engineering Toolkit,www.ukadvancedengineering.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,377,466,381,396,462,498,546,444,625,597,677,5405,623,596,621,538,554,570,634,628,534,753,778,938,355,298,292,248,238,217,199,202,155,240,256,281,466,404,223,242,216,234,238,214,193,105,183,204,3419,2799,2130,2028,1848,1513,2666,1838,1547,1831,1915,2334,0,0,1120,5000,6905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,UKTI,UK Advisory Network,www.ukan.ukti.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306,1721,1911,1961,1789,1186,2207,1985,2293,3012,3498,3026,20322,2957,2277,2450,2517,2183,2214,2848,2408,3272,4849,5788,5005,,,,,,,,,,,,,121,166,148,154,133,117,150,226,123,156,227,201,,,,,,,,,,,,,350,957,4833,3460,1200,0,0,0.1,0,0,0.1,0,0,0,9200,0,0,0,0,0,,0,0,0,0,0,0
Received,UKTI,UK Energy Excellence,www.ukenergyexcellence.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,687,598,785,758,799,854,823,488,654,668,823,7934,1202,1167,926,1174,1058,1162,1172,1166,697,807,874,1029,585,623,500,599,486,581,574,636,291,403,393,463,232,217,197,189,132,151,171,197,189,229,196,230,4490,3929,3243,4379,2853,3448,3681,3707,2156,2819,2447,3238,0,0,1120,3000,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,UKTI,UK Trade & Investment Identity site,www.identity.uktradeinvest.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,352,362,343,288,310,311,342,322,300,344,391,2315,1184,1343,1312,1152,963,972,1051,1494,904,991,1213,1262,525,498,548,511,467,488,491,509,499,485,512,570,609,480,420,401,329,317,308,573,552,393,393,371,8404,7644,7953,6387,5003,5464,5890,12935,8929,6514,7678,7620,0,10200,3942,1680,1200,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,99.99,0,0,0,0,0,0
Received,UKTI,UK Trade & Investment Website,www.ukti.gov.uk,19,30,35,16,12,50.4,27.3,3,1.3,6,15.2,56.3,22.8,3.1,0.4,1.3,15.1,52.3,25.7,4.6,0.5,0.9,7.4,49.1,33.3,8.8,,0.9,8.8,60.5,21.9,6.5,0.5,1.4,11.8,55,25,4.1,0.9,2.7,11.8,44.1,25.9,7.3,1.8,1.8,7.3,33.2,46.5,16.8,3.1,0.4,,4.5,24.9,25.3,27.6,17.2,0.5,,,71,28.1,0.9,1.4,95.4,3.2,91.4,3.6,,1.4,1.8,0.9,0.9,49035,47286,50675,55873,83891,94711,100883,107474,86449,96892,75849,88895,768155,74443,71656,71231,85105,112451,125493,132614,138086,107775,127563,103444,121255,16984,15246,41016,48675,41496,46569,48385,52200,37143,53339,48304,56188,361,338,310,385,435,425,438,489,485,489,480,472,456470,338295,341628,429392,389985,425763,433733,464554,341696,470180,407495,474657,115465,395697,202071,43075,18152,0,0,1,2,3.9,4.6,1,0,2,571298,7,1,0,1,1,98,1,1,1,1,0,0
Received,UKTI,UKTI South East,www.uktisoutheast.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1617,2283,2959,2557,2410,2642,2783,2105,2816,2867,2968,2179,21986,4414,6792,7486,6163,6761,6743,7128,5593,5658,6724,5076,6050,3391,3125,3614,2985,2454,3091,2987,2990,3578,3126,2998,3005,180,120,180,240,240,240,420,240,120,180,300,240,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,9250,0,1,1,1,0,100,0,0,0,0,1,1
Not received,WALES,Wales Office,www.walesoffice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
